Changed database context to 'Guardian'.
SPTNumber                                                                                                                                                                                                SPTFormatId SPTObjectTypeId
(01)11880040000019(21)0000711830                                                                                                                                                                                  20               1
(01)11880040000019(21)0000720281                                                                                                                                                                                  20               1
(01)11880040000019(21)0000735578                                                                                                                                                                                  20               1
(01)11880040000019(21)0000749211                                                                                                                                                                                  20               1
(01)11880040000019(21)0000759523                                                                                                                                                                                  20               1
(01)11880040000019(21)0000763025                                                                                                                                                                                  20               1
(01)11880040000019(21)0000774803                                                                                                                                                                                  20               1
(01)11880040000019(21)0000783988                                                                                                                                                                                  20               1
(01)11880040000019(21)0000791190                                                                                                                                                                                  20               1
(01)11880040000019(21)0000803008                                                                                                                                                                                  20               1
(01)11880040000019(21)0000818065                                                                                                                                                                                  20               1
(01)11880040000019(21)0000820869                                                                                                                                                                                  20               1
(01)11880040000019(21)0000833475                                                                                                                                                                                  20               1
(01)11880040000019(21)0000844670                                                                                                                                                                                  20               1
(01)11880040000019(21)0000851368                                                                                                                                                                                  20               1
(01)11880040000019(21)0000864277                                                                                                                                                                                  20               1
(01)11880040000019(21)0000873864                                                                                                                                                                                  20               1
(01)11880040000019(21)0000884465                                                                                                                                                                                  20               1
(01)11880040000019(21)0000897849                                                                                                                                                                                  20               1
(01)11880040000019(21)0000906679                                                                                                                                                                                  20               1
(01)11880040000019(21)0000918352                                                                                                                                                                                  20               1
(01)11880040000019(21)0000922054                                                                                                                                                                                  20               1
(01)11880040000019(21)0000931134                                                                                                                                                                                  20               1
(01)11880040000019(21)0000942927                                                                                                                                                                                  20               1
(01)11880040000019(21)0000958420                                                                                                                                                                                  20               1
(01)11880040000019(21)0000960976                                                                                                                                                                                  20               1
(01)11880040000019(21)0000974992                                                                                                                                                                                  20               1
(01)11880040000019(21)0000989758                                                                                                                                                                                  20               1
(01)11880040000019(21)0000995623                                                                                                                                                                                  20               1

(100 rows affected)
